dataset,layer,kernel,is_trend,n_series,n_points,mean,std,rms,abs_mean,max_abs,energy_sum,energy_mean,energy_ratio
oikolab_weather_dataset,seasonal_k125,125,0,8,800456,0.007194305813730039,52.90860500168927,52.90860549081609,15.071831905008008,948.6484375,2240732918.150204,2799.320534982815,2.168810028903182e-06
oikolab_weather_dataset,seasonal_k161,161,0,8,800456,0.0059219550309199545,38.57632252424811,38.57632297879573,11.180483971393082,619.484375,1191184744.1602123,1488.1326945643636,1.1529501791511423e-06
oikolab_weather_dataset,seasonal_k201,201,0,8,800456,0.0032826376694678468,29.259080426723827,29.25908061086683,8.707131795716545,413.1875,685265417.3265388,856.0937981932034,6.632698156571179e-07
oikolab_weather_dataset,seasonal_k301,301,0,8,800456,0.0019351728795350216,32.07709233783299,32.077092396206325,9.543165880927573,370.640625,823621081.8504133,1028.9398565947577,7.971845496909529e-07
oikolab_weather_dataset,trend,-1,1,8,800456,12768.752244723932,33580.373739323855,35926.07039963895,12768.752244723932,102516.6875,1033134578723519.0,1290682534.3598137,0.9999730969240093
pedestrian_counts_dataset,seasonal_k005,5,0,66,3132346,0.0001364337271509786,248.83256485283275,248.83256485287015,119.87019053230168,12186.0,193947488682.78415,61917.64533125783,0.0734690351860767
pedestrian_counts_dataset,seasonal_k013,13,0,66,3132346,0.0016304537856631604,281.85888449060525,281.85888449532104,189.98813542048552,4950.44677734375,248847444941.38724,79444.43076894674,0.09426562732279876
pedestrian_counts_dataset,seasonal_k025,25,0,66,3132346,0.01457385113016797,331.17260282152563,331.1726031422,227.42629676014334,2621.792724609375,343540965552.84766,109675.29307198108,0.13013637586894589
pedestrian_counts_dataset,seasonal_k049,49,0,66,3132346,0.021290156915357107,59.65321851392208,59.653222313136766,35.19476822731902,1567.267333984375,11146474955.489092,3558.506932340518,0.004222383936329064
pedestrian_counts_dataset,seasonal_k097,97,0,66,3132346,0.017275617793646437,65.10302322980016,65.10302552191311,42.06531353508958,1054.7437744140625,13276147603.119225,4238.403932106869,0.005029122893075617
pedestrian_counts_dataset,seasonal_k125,125,0,66,3132346,0.009036124660346482,39.18806831013525,39.188069351926174,26.608720254399717,518.751708984375,4810358723.345985,1535.7047795313754,0.001822206705038548
pedestrian_counts_dataset,seasonal_k161,161,0,66,3132346,0.00838152512189656,20.027434683752016,20.027436437595217,13.13210610684584,361.70361328125,1256378374.5210733,401.09821026191656,0.00047592731224113075
pedestrian_counts_dataset,seasonal_k201,201,0,66,3132346,0.008397380025529757,10.962728335326334,10.962731551495649,5.923408600193988,245.37158203125,376449987.7688778,120.18148307015821,0.00014260260643243303
pedestrian_counts_dataset,seasonal_k301,301,0,66,3132346,0.011352545742354173,13.414394799603546,13.414399603408476,7.308568648866577,239.27874755859375,563653498.9231917,179.94611671992547,0.00021351696289748909
pedestrian_counts_dataset,trend,-1,1,66,3132346,601.4176898374221,469.03896043731385,762.6931126327927,601.4176898374221,2697.596435546875,1822088124139.367,581700.7840574977,0.6902232012061644
rideshare_dataset_with_missing_values,seasonal_k005,5,0,2304,751815,-0.00024840848352263316,1.5204293748475237,1.5204293951400725,0.5652254852478504,40.400001525878906,1737974.9047697796,2.3117055456060065,0.01157666734877897
rideshare_dataset_with_missing_values,seasonal_k013,13,0,2304,751815,-0.00040185179156429436,0.8144649545323587,0.8144650536679027,0.33780733433980203,15.438457489013672,498718.9790171126,0.6633533236462595,0.003321971856301675
rideshare_dataset_with_missing_values,seasonal_k025,25,0,2304,751815,0.0017994788684510242,0.6511391694666006,0.6511416559688471,0.26038737158725994,6.556308746337891,318758.6257062795,0.4239854561378524,0.0021232542335496833
rideshare_dataset_with_missing_values,seasonal_k049,49,0,2304,751815,0.010078575795674562,0.6747660753305823,0.6748413399511816,0.24203911095684694,5.852897644042969,342384.696244234,0.45541083410710614,0.002280627713814588
rideshare_dataset_with_missing_values,seasonal_k097,97,0,2304,751815,0.019869341069503405,0.8505280033231348,0.8507600573318983,0.29449566573241437,6.661600112915039,544158.1900689309,0.7237926751513748,0.0036246428727209493
rideshare_dataset_with_missing_values,seasonal_k125,125,0,2304,751815,0.009283263404590772,0.31254799749761825,0.31268583229690816,0.12893061971884245,1.9046287536621094,73506.77924934801,0.09777242971921019,0.000489629354782055
rideshare_dataset_with_missing_values,seasonal_k161,161,0,2304,751815,-0.0025120043491547125,0.177416567497827,0.17743435008070219,0.07410499196448056,1.004669189453125,23669.35299310912,0.031482948588561176,0.0001576617851098069
rideshare_dataset_with_missing_values,seasonal_k201,201,0,2304,751815,-0.007492243886997618,0.1440721024759159,0.14426678214437677,0.05916353029600775,0.846034049987793,15647.453744260783,0.02081290443029307,0.00010422783801743583
rideshare_dataset_with_missing_values,seasonal_k301,301,0,2304,751815,-0.013540439112011152,0.15778746081827866,0.15836737758397687,0.06823639329778343,0.7900371551513672,18855.690322822757,0.025080226282825902,0.0001255979323405852
rideshare_dataset_with_missing_values,trend,-1,1,2304,751815,8.02755987970627,11.423287775577247,13.961848775356447,8.02755987970627,54.374778747558594,146553719.7159668,194.93322122592232,0.9761957190645844
saugeenday_dataset,seasonal_k005,5,0,1,23741,3.8743978161090976e-05,9.285522481144389,9.285522481225218,3.0393513131425864,270.20001220703125,2046971.0456970553,86.22092774933893,0.05635722774563863
saugeenday_dataset,seasonal_k013,13,0,1,23741,0.0017040604453626939,11.72168670105589,11.721686824921255,4.740442632509108,210.8984375,3261964.5415332043,137.39794202153254,0.08980844108754017
saugeenday_dataset,seasonal_k025,25,0,1,23741,0.0003186532146662259,9.469380355729923,9.469380361091408,4.536691434832994,95.03350830078125,2128835.6325670043,89.66916442302364,0.05861112438781671
saugeenday_dataset,seasonal_k049,49,0,1,23741,-0.002374594597510975,9.525509104476615,9.525509400455515,5.256894491540417,67.51441955566406,2154147.453817408,90.73532933816638,0.05930800970911354
saugeenday_dataset,seasonal_k097,97,0,1,23741,-0.002968327417956523,9.66993705533964,9.669937510925203,6.371446563522585,48.93833923339844,2219966.1030752733,93.50769146519832,0.0611201294330018
saugeenday_dataset,seasonal_k125,125,0,1,23741,-0.002000723836757486,5.30598839596581,5.305988773171283,4.135011867757625,21.57404327392578,668392.6437974685,28.153516861019693,0.01840219309852334
saugeenday_dataset,seasonal_k161,161,0,1,23741,-0.0032328383552310573,4.38978592216596,4.389787112570526,3.642138544929986,16.69244384765625,457494.551647101,19.270230893690282,0.01259574467052834
saugeenday_dataset,seasonal_k201,201,0,1,23741,-0.005164464629443101,3.9481668936475174,3.9481702713775144,3.401160911553471,12.356670379638672,370075.8592435673,15.588048491789195,0.010188932338048963
saugeenday_dataset,seasonal_k301,301,0,1,23741,-0.0071552891291602316,4.243937761317327,4.24394379323026,3.626808775118521,12.542549133300781,427600.5498220383,18.01105892009765,0.01177270270683027
saugeenday_dataset,trend,-1,1,1,23741,30.085124425461053,6.79937256209272,30.843900190047506,30.085124425461053,55.23859405517578,22585909.634062897,951.3461789336126,0.6218354948229582
solar_10_minutes_dataset,seasonal_k005,5,0,137,7200720,3.472968505034889e-11,0.8564273895218733,0.8564273895218733,0.28504071398273095,39.2400016784668,5281496.78623634,0.7334678735232505,0.008999362962919255
solar_10_minutes_dataset,seasonal_k013,13,0,137,7200720,-2.3187694182480657e-10,0.9750018942706067,0.9750018942706067,0.4668377874614347,36.67769241333008,6845211.048244712,0.9506286938312714,0.011663841004594814
solar_10_minutes_dataset,seasonal_k025,25,0,137,7200720,9.950405948344152e-10,1.2556165605372143,1.2556165605372143,0.7653194930181789,18.622615814208984,11352460.351608096,1.5765729470953038,0.01934393134395433
solar_10_minutes_dataset,seasonal_k049,49,0,137,7200720,5.410953025640221e-09,2.4568047699766296,2.4568047699766296,1.7186865396490925,20.512962341308594,43462751.52058343,6.03588967777992,0.07405799759647873
solar_10_minutes_dataset,seasonal_k097,97,0,137,7200720,0.00013459707316697652,4.047900344027133,4.047900346264883,3.1979023661295094,26.379501342773438,117987377.49369134,16.385497213291355,0.20104362041378018
solar_10_minutes_dataset,seasonal_k125,125,0,137,7200720,0.0004301739835503241,2.1911913316400726,2.1911913738658817,1.760395476899813,12.61612606048584,34572958.33584917,4.801319636904251,0.058910307694783226
solar_10_minutes_dataset,seasonal_k161,161,0,137,7200720,0.0002967661466593074,0.5655368907039958,0.5655369685681823,0.44296688828640923,4.901643753051758,2303021.1313697104,0.31983206281728915,0.003924213894530906
solar_10_minutes_dataset,seasonal_k201,201,0,137,7200720,0.00016738908432169036,0.3056364153962601,0.3056364612335721,0.20928463749976894,3.80314302444458,672645.5121601752,0.0934136464353808,0.0011461487821186102
solar_10_minutes_dataset,seasonal_k301,301,0,137,7200720,0.0003505679844985819,0.36883995251635593,0.3688401191169142,0.26306775635733665,3.603761672973633,979607.7919693906,0.13604303347017946,0.001669194631380004
solar_10_minutes_dataset,trend,-1,1,137,7200720,6.351272720330148,3.182902656170688,7.104191332352215,6.351272720330148,31.01479148864746,363416986.3688424,50.46953448666834,0.6192413816754598
solar_4_seconds_dataset,seasonal_k005,5,0,1,7397222,3.181702300797817e-09,0.1750372183831559,0.17503721838315592,0.040940930652812846,43.05999755859375,226636.29342163127,0.030638027819312613,1.0567829343655094e-05
solar_4_seconds_dataset,seasonal_k013,13,0,1,7397222,8.33361300834323e-08,0.27640151875537156,0.2764015187553841,0.058924234279578075,40.25845718383789,565131.4837328877,0.07639779957028296,2.6351529963054604e-05
solar_4_seconds_dataset,seasonal_k025,25,0,1,7397222,-3.9749138904768683e-08,0.41677413112409784,0.4167741311240997,0.10688785389849445,27.874156951904297,1284902.4646904694,0.17370067637424827,5.9913748875292385e-05
solar_4_seconds_dataset,seasonal_k049,49,0,1,7397222,-1.8982851465796636e-07,0.7654465060332005,0.7654465060332241,0.22629752556333793,23.8258056640625,4334094.163222386,0.5859083535984706,0.0002020945841673134
solar_4_seconds_dataset,seasonal_k097,97,0,1,7397222,-4.6792613715989585e-08,1.3187295081390353,1.318729508139036,0.42392922416904444,29.817169189453125,12864120.54171258,1.739047515636624,0.000599841395606107
solar_4_seconds_dataset,seasonal_k125,125,0,1,7397222,1.681030591875744e-08,0.9970406593567078,0.997040659356708,0.33851685771123685,19.680782318115234,7353504.983205129,0.9940900764104591,0.000342886766135278
solar_4_seconds_dataset,seasonal_k161,161,0,1,7397222,-4.27968029964065e-08,0.9376696624228149,0.9376696624228158,0.3320380472152526,13.974525451660156,6503818.043756458,0.8792243958281174,0.0003032666927742956
solar_4_seconds_dataset,seasonal_k201,201,0,1,7397222,3.179364170680064e-07,0.8884136861721033,0.8884136861721601,0.32637894422962743,12.501571655273438,5838471.078834773,0.7892788777780054,0.0002722422126548191
solar_4_seconds_dataset,seasonal_k301,301,0,1,7397222,2.624838483180107e-07,1.1948302961048678,1.1948302961048967,0.4575187634658056,17.351318359375,10560417.903232282,1.4276194364901151,0.0004924219881738809
solar_4_seconds_dataset,trend,-1,1,1,7397222,32.625337765817534,42.75593908944981,53.78180911567054,32.625337765817534,116.5,21396338821.231632,2892.4829917544225,0.9976904132523063
solar_weekly_dataset,seasonal_k005,5,0,137,7124,3.172720727593895,899.905097975036,899.9106908567508,632.9931245404372,8517.66796875,5769294827.816187,809839.2515182744,0.01917426601196594
solar_weekly_dataset,seasonal_k013,13,0,137,7124,26.24884216548485,367.56575386501225,368.5018115686588,273.11222228489856,2339.7138671875,967393500.4617267,135793.5851293833,0.00321513475558005
solar_weekly_dataset,seasonal_k025,25,0,137,7124,64.45327584011243,370.7386705553639,376.29959687950804,290.98383814079716,2172.990234375,1008768278.2216102,141601.38661168027,0.0033526439345405354
solar_weekly_dataset,seasonal_k049,49,0,137,7124,190.62569501599458,602.1638282234878,631.6165225998265,508.79558214105157,3507.96484375,2842044510.868696,398939.43162109714,0.00944554214953707
solar_weekly_dataset,seasonal_k097,97,0,137,7124,215.28412590048274,283.47995155880994,355.9608655463689,288.6344647843941,1825.408203125,902668773.6909053,126708.13780052013,0.003000021961782111
solar_weekly_dataset,seasonal_k125,125,0,137,7124,0.7985653756777267,52.93036523403052,52.936388906565,38.668727422818115,388.416015625,19963309.290807605,2802.261270467098,6.63481091268806e-05
solar_weekly_dataset,seasonal_k161,161,0,137,7124,0.00013776604611173498,24.88249541039042,24.8824954107718,18.178721150007895,181.9140625,4410743.228725076,619.1385778670797,1.4659116322204823e-05
solar_weekly_dataset,seasonal_k201,201,0,137,7124,-0.00011907167343662268,8.60980228044866,8.609802281272028,6.290115810524942,62.978515625,528092.8254781812,74.12869532259703,1.755117846622895e-06
solar_weekly_dataset,seasonal_k301,301,0,137,7124,-0.00018397935784846995,2.431573882678789,2.431573889638973,1.7763518516030758,17.78125,42121.01746143401,5.912551580774005,1.3998930850374108e-07
solar_weekly_dataset,trend,-1,1,137,7124,5916.981126223033,2368.266847500166,6373.331429405502,5916.981126223033,17483.0390625,289372274398.45776,40619353.50904797,0.9617294888539901
sunspot_dataset_with_missing_values,seasonal_k005,5,0,1,70684,-8.490052116145896e-05,14.495290429582719,14.495290429831355,9.58731820691862,179.1999969482422,14851658.721298521,210.11344464516046,0.0179964444908587
sunspot_dataset_with_missing_values,seasonal_k013,13,0,1,70684,0.0001172746363435929,15.815322692065461,15.815322692500272,11.219401368101519,133.6000213623047,17679795.342151638,250.12443186791407,0.02142342895534536
sunspot_dataset_with_missing_values,seasonal_k025,25,0,1,70684,-0.00020563494519583642,15.202268154121565,15.202268155512337,10.84043173132526,112.22897338867188,16335705.521684632,231.10895707210446,0.019794732908749977
sunspot_dataset_with_missing_values,seasonal_k049,49,0,1,70684,-0.0007393509150115484,9.351978249328035,9.351978278553924,6.783686192929008,54.271209716796875,6181987.13702033,87.45949772254443,0.007491000866794874
sunspot_dataset_with_missing_values,seasonal_k097,97,0,1,70684,-0.0004529467461902968,7.961503645717913,7.961503658602461,5.811872050678935,44.80357360839844,4480343.54512189,63.38554050594038,0.005429040312792311
sunspot_dataset_with_missing_values,seasonal_k125,125,0,1,70684,0.0008330872132391822,4.089735343489957,4.089735428340716,2.9590396901131877,22.32373046875,1182256.0513054617,16.725935873825218,0.0014325945539529798
sunspot_dataset_with_missing_values,seasonal_k161,161,0,1,70684,0.0006862471477702453,3.1345188818808896,3.134518957001691,2.257716573546714,16.359390258789062,694485.0794450011,9.82520909180297,0.0008415398183125501
sunspot_dataset_with_missing_values,seasonal_k201,201,0,1,70684,0.00024241569100086842,2.588679946856329,2.5886799582067797,1.876435905627501,11.601791381835938,473672.13934690045,6.701263926021454,0.0005739705256220342
sunspot_dataset_with_missing_values,seasonal_k301,301,0,1,70684,-0.0007374363573343212,3.039528280389164,3.0395283698458697,2.2016828539641873,12.829345703125,653030.5829512433,9.23873271109789,0.0007913074800231888
sunspot_dataset_with_missing_values,trend,-1,1,1,70684,82.70332919096685,62.85500514191741,103.87777592276365,82.70332919096685,284.5309753417969,762722228.300364,10790.592330659894,0.9242259400875481
temperature_rain_dataset_with_missing_values,seasonal_k005,5,0,32072,22653363,0.0006245928152308695,8.089535233701705,8.089535257814104,3.7304453582593986,892.0,1482449229.2428582,65.4405806874175,0.27678198179880387
temperature_rain_dataset_with_missing_values,seasonal_k013,13,0,32072,22653363,0.002513480912343114,4.682459598337233,4.682460272938445,2.421599486692102,514.6769409179688,496684820.03843987,21.92543420764678,0.09273397436338135
temperature_rain_dataset_with_missing_values,seasonal_k025,25,0,32072,22653363,5.779812487737033e-05,2.314633813414637,2.3146338141362683,1.2307119715981634,185.87501525878906,121366064.93110852,5.357529693543008,0.022659757455512443
temperature_rain_dataset_with_missing_values,seasonal_k049,49,0,32072,22653363,6.225690947353698e-05,1.7286438855930515,1.7286438867141392,0.9343688822555132,65.5794677734375,67692998.76140748,2.9882096870741655,0.01263868062493824
temperature_rain_dataset_with_missing_values,seasonal_k097,97,0,32072,22653363,0.013178999819362167,1.4445822297281792,1.4446423448323382,0.8146718657376577,60.28156280517578,47277376.1289622,2.0869915044826763,0.00882696391963783
temperature_rain_dataset_with_missing_values,seasonal_k125,125,0,32072,22653363,0.012290906624680416,0.8838402543370463,0.8839257104373824,0.4673280364736554,23.067169189453125,17699631.179447908,0.7813246615722313,0.0033046251421760746
temperature_rain_dataset_with_missing_values,seasonal_k161,161,0,32072,22653363,0.010665534133156976,0.8413765249041671,0.8414441218988687,0.4390181469651532,16.917129516601562,16039220.061671449,0.7080282102781582,0.0029946166301046996
temperature_rain_dataset_with_missing_values,seasonal_k201,201,0,32072,22653363,0.004010311745908649,0.7723938289095373,0.7724042397202614,0.4056751492394024,11.962291717529297,13515184.60477694,0.5966083095378351,0.002523364379363865
temperature_rain_dataset_with_missing_values,seasonal_k301,301,0,32072,22653363,0.001998118446421771,0.862908004041367,0.8629103174235326,0.46590627383850036,12.555946350097656,16868016.128105115,0.7446142159159819,0.0031493577256171065
temperature_rain_dataset_with_missing_values,trend,-1,1,32072,22653363,6.939303081035371,9.362180567117989,11.653512441396744,6.939340218352777,71.81000518798828,3076425287.8600354,135.8043522217887,0.5743866779604645
tourism_monthly_dataset,seasonal_k005,5,0,366,109280,-0.4271321413195849,5881.342277311912,5881.342292822136,1507.4705996956518,257803.25,3780015653428.174,34590187.16533834,0.02670722445115937
tourism_monthly_dataset,seasonal_k013,13,0,366,109280,8.278617029265387,7911.360360155049,7911.364691615004,1619.5954853243077,251028.515625,6839801463486.294,62589691.283732556,0.048325755667447484
tourism_monthly_dataset,seasonal_k025,25,0,366,109280,7.869436521199293,1272.1492716177825,1272.1736113081483,275.79818947091206,71441.1875,176861560201.90738,1618425.6973088158,0.0012495930753119377
tourism_monthly_dataset,seasonal_k049,49,0,366,109280,3.915242960361292,1497.7494153052432,1497.7545326837228,319.6436557309023,58211.4375,245144396998.28427,2243268.6401746366,0.001732036857476919
tourism_monthly_dataset,seasonal_k097,97,0,366,109280,-15.732530352080548,2625.7069216252094,2625.7540537494774,453.976336250608,108734.75,753440177853.4365,6894584.350781813,0.00532333666983729
tourism_monthly_dataset,seasonal_k125,125,0,366,109280,-21.92759149627403,2243.459294873707,2243.5664525536254,362.5540289196184,110301.0625,550070761865.1891,5033590.427024058,0.0038864556785182607
tourism_monthly_dataset,seasonal_k161,161,0,366,109280,-20.26309584899537,2412.8326064699013,2412.9176902450945,427.42460113334664,106320.0,636246932107.2231,5822171.779897722,0.0044953225542170485
tourism_monthly_dataset,seasonal_k201,201,0,366,109280,-18.458799246027738,2589.902195747154,2589.9679748609897,493.8396355664747,96075.625,733043039628.829,6707934.110805536,0.005179223259028563
tourism_monthly_dataset,seasonal_k301,301,0,366,109280,-20.698480182772673,3652.517819572643,3652.5764672868345,734.2484312113871,107663.3125,1457938886739.9812,13341314.849377573,0.010300883555581277
tourism_monthly_dataset,trend,-1,1,366,109280,10046.617602652337,32486.712530865007,34004.72050049794,10046.617602652337,606392.0,126362760663120.14,1156321016.3169851,0.8928001682314218
tourism_quarterly_dataset,seasonal_k005,5,0,427,42544,28.095399313511404,36517.00950565238,36517.02031364784,7112.5389254581405,2668241.0,56732116516957.02,1333492772.587369,0.008344442895419146
tourism_quarterly_dataset,seasonal_k013,13,0,427,42544,21.112783859898247,12602.358324506942,12602.376009662294,2078.5839437796976,841649.0,6756833021046.66,158819881.0889117,0.000993828729819271
tourism_quarterly_dataset,seasonal_k025,25,0,427,42544,-32.30386589108306,12652.931498991415,12652.97273599847,1678.3179402717435,537027.0,6811197359600.175,160097719.0579206,0.0010018249081122392
tourism_quarterly_dataset,seasonal_k049,49,0,427,42544,-180.86643386704216,24679.686839690574,24680.34957556509,2696.006978857569,826165.0,25914386609641.65,609119655.1720959,0.0038116173432263117
tourism_quarterly_dataset,seasonal_k097,97,0,427,42544,-446.4636964924849,54023.846370313426,54025.69117073388,5279.895043748041,1793069.0,124176376638694.23,2918775306.475513,0.018264481345622505
tourism_quarterly_dataset,seasonal_k125,125,0,427,42544,-163.56711150887946,45115.732769440314,45116.02927478789,4229.057361492899,1577820.0,86596444213040.55,2035456097.5235178,0.012737037291145031
tourism_quarterly_dataset,seasonal_k161,161,0,427,42544,-28.050646388651778,35512.96801472854,35512.97909291609,3386.731309202839,1242327.0,53655288126388.92,1261171684.0538952,0.007891887616674592
tourism_quarterly_dataset,seasonal_k201,201,0,427,42544,-1.5425185692314816,21120.506780305546,21120.506836633824,2183.3524118767687,770493.0,18977849219640.184,446075809.0362961,0.0027913567977642644
tourism_quarterly_dataset,seasonal_k301,301,0,427,42544,-0.06540699335093246,10987.310666419457,10987.31066661414,1306.3861167160987,392511.0,5135954040409.573,120720995.68469286,0.0007554217581655923
tourism_quarterly_dataset,trend,-1,1,427,42544,48121.596166795156,385287.7751679841,388281.2868418142,48121.596166795156,8507453.0,6414033746479552.0,150762357711.53516,0.9434081013140511
tourism_yearly_dataset,seasonal_k005,5,0,518,12757,-25.178445666983748,121736.6495544477,121736.65215824089,13989.234104705289,4040174.0,189056347790731.7,14819812478.696535,0.004122230226209764
tourism_yearly_dataset,seasonal_k013,13,0,518,12757,-1886.4459690894557,153506.34120161453,153517.932071471,18060.269413121874,4928826.0,300653856498907.56,23567755467.50079,0.006555529234375109
tourism_yearly_dataset,seasonal_k025,25,0,518,12757,-2252.152324018405,216677.34653931146,216689.0507003237,22712.30321742125,7579784.0,598994023853798.9,46954144693.407455,0.013060610232364765
tourism_yearly_dataset,seasonal_k049,49,0,518,12757,-1261.025756995442,254814.13513770976,254817.25540461112,27100.65314104482,9237492.0,828335401897783.5,64931833651.93882,0.018061224978926906
tourism_yearly_dataset,seasonal_k097,97,0,518,12757,-115.32544360512676,135098.03385908488,135098.08308243455,17350.212220369194,4952248.0,232834284114359.78,18251492052.54839,0.005076774913352996
tourism_yearly_dataset,seasonal_k125,125,0,518,12757,0.022902461522666697,34328.88150895967,34328.88150896731,5232.449240470128,1080522.0,15033768651862.744,1178472105.6567175,0.0003277999193084569
tourism_yearly_dataset,seasonal_k161,161,0,518,12757,0.05549111029491947,9045.335430419096,9045.335430589308,1400.1980628081508,180300.0,1043753413062.7601,81818093.05187428,2.2758251274374007e-05
tourism_yearly_dataset,seasonal_k201,201,0,518,12757,0.03226977854235901,2391.442727172512,2391.4427273902343,317.07219658712006,47158.5,72957261547.67114,5718998.318387642,1.5907777352506602e-06
tourism_yearly_dataset,seasonal_k301,301,0,518,12757,0.03473450096645746,577.1887191337082,577.1887201788478,64.3066397367567,11861.5,4249953966.1775393,333146.8187016963,9.266702178532186e-08
tourism_yearly_dataset,trend,-1,1,518,12757,246854.40668903608,1834221.169423858,1850757.7897889342,246854.40668903608,33329870.0,4.3696608185696616e+16,3425304396464.421,0.9527713887994306
traffic_hourly_dataset,seasonal_k005,5,0,862,15122928,1.5880477914572002e-07,0.019071302912473196,0.019071302913134372,0.00884901975870636,0.45625999569892883,5500.429629778045,0.0003637145948045276,0.07146271106306752
traffic_hourly_dataset,seasonal_k013,13,0,862,15122928,4.5887566779057804e-07,0.023488467758732888,0.023488467763215237,0.01563466827886016,0.34103381633758545,8343.442143466757,0.0005517081178636013,0.10839971335003616
traffic_hourly_dataset,seasonal_k025,25,0,862,15122928,2.3028135572832607e-06,0.02050388646050965,0.020503886589825385,0.016030449472009635,0.24735087156295776,6357.820561782493,0.0004204093652884212,0.08260211008568542
traffic_hourly_dataset,seasonal_k049,49,0,862,15122928,6.669860070826006e-07,0.004751070627383012,0.004751070674200916,0.003011281902203898,0.13244500756263733,341.36490176015946,2.2572672551251944e-05,0.004435082890523789
traffic_hourly_dataset,seasonal_k097,97,0,862,15122928,2.0021256585975288e-06,0.005195375034400325,0.005195375420176807,0.003662774961826407,0.08024035394191742,408.1969497980645,2.699192575657733e-05,0.005303378580160415
traffic_hourly_dataset,seasonal_k125,125,0,862,15122928,1.0962865189968383e-06,0.0031951567858637545,0.0031951569739365436,0.0023691972758292015,0.04282569885253906,154.39039672624335,1.0209028088095331e-05,0.0020058717327150147
traffic_hourly_dataset,seasonal_k161,161,0,862,15122928,2.1768496735521187e-06,0.0016478564961329004,0.0016478579339621183,0.0011722915103966108,0.026603132486343384,41.06533964622723,2.715435770521901e-06,0.0005335293239563702
traffic_hourly_dataset,seasonal_k201,201,0,862,15122928,3.0048796561254237e-06,0.0009273199285051026,0.0009273247969856388,0.0005692599365367486,0.016937941312789917,13.004678818844598,8.599312791044563e-07,0.00016895945725181236
traffic_hourly_dataset,seasonal_k301,301,0,862,15122928,6.524947591421335e-06,0.0010968115250976635,0.0010968309334296392,0.0006793224021944973,0.019824296236038208,18.193458515052015,1.2030380965281336e-06,0.0002363731483919615
traffic_hourly_dataset,trend,-1,1,862,15122928,0.056692503840753826,0.021797881556813548,0.060738683160723526,0.056692503840753826,0.2243092954158783,55791.31893872003,0.0036891876320987596,0.7248522703682114
traffic_weekly_dataset,seasonal_k005,5,0,862,89648,0.008176113762574475,0.8368274199684697,0.836867360844802,0.5166970930791435,10.763080596923828,62784.70603142509,0.7003469796473439,0.007040300019475183
traffic_weekly_dataset,seasonal_k013,13,0,862,89648,0.017859051883763875,0.4659465291623703,0.46628865927947094,0.27572703651753766,11.455055236816406,19491.72659949022,0.21742511377264656,0.0021856852063512184
traffic_weekly_dataset,seasonal_k025,25,0,862,89648,0.025337578842156108,0.3838144732407123,0.38464989636112984,0.23753485827973203,7.345012664794922,13263.918498301251,0.14795554277062792,0.0014873361932310053
traffic_weekly_dataset,seasonal_k049,49,0,862,89648,0.04382630577369096,0.41194797237050457,0.41427270851208514,0.2675243615199897,6.606418609619141,15385.558030904202,0.17162187701793907,0.001725244113596637
traffic_weekly_dataset,seasonal_k097,97,0,862,89648,0.05567735584770891,0.35083645963585397,0.35522695472614774,0.22098534149999557,3.9977922439575195,11312.339504105,0.1261861893640126,0.001268497840719325
traffic_weekly_dataset,seasonal_k125,125,0,862,89648,0.0257226814002772,0.19329140933184782,0.1949954493312911,0.13103526261673853,2.238779067993164,3408.706098100601,0.03802322525991211,0.0003822318383848316
traffic_weekly_dataset,seasonal_k161,161,0,862,89648,0.007672317151871831,0.15000484154150306,0.15020092188921594,0.09201255075297099,2.1715288162231445,2022.487292711729,0.02256031693637035,0.00022678958342402388
traffic_weekly_dataset,seasonal_k201,201,0,862,89648,0.0007222801042671142,0.10865055922813062,0.10865295996490174,0.06360117594844292,1.687150001525879,1058.3363898924931,0.011805465709134539,0.0001186754892607449
traffic_weekly_dataset,seasonal_k301,301,0,862,89648,1.6436967470168047e-06,0.07148137921920662,0.07148137923810483,0.04149914453247924,1.165008544921875,458.0643071729795,0.005109587577781763,5.1364581512839724e-05
traffic_weekly_dataset,trend,-1,1,862,89648,9.35033191263931,3.256858078393207,9.901304531187606,9.35033191263931,27.429187774658203,8788716.215078859,98.0358314193162,0.9855138751340443
us_births_dataset,seasonal_k005,5,0,1,7305,0.0881609342915811,722.2993852261773,722.2993906064604,601.7837686088295,2129.2001953125,3811138372.6427393,521716.409670464,0.00554311757309948
us_births_dataset,seasonal_k013,13,0,1,7305,0.1296059526865161,306.9228835733437,306.9229109380388,250.63304778405202,1265.0302734375,688143223.1546521,94201.67325867928,0.0010008712411123577
us_births_dataset,seasonal_k025,25,0,1,7305,0.0825583664869952,60.37275265427623,60.37280910259432,46.207942708333334,259.4580078125,26625819.75664425,3644.8760789382954,3.8725975013311156e-05
us_births_dataset,seasonal_k049,49,0,1,7305,0.21447565077429842,62.89360891962112,62.89397461394073,45.76119303719627,308.23046875,28896038.172208548,3955.652042739021,4.202789857620777e-05
us_births_dataset,seasonal_k097,97,0,1,7305,0.29370407950462013,82.36930443507417,82.36982806346172,69.90970272662132,231.98046875,49562880.54186702,6784.788575204246,7.208682741019101e-05
us_births_dataset,seasonal_k125,125,0,1,7305,0.31920679863963036,74.35286175885233,74.3535469544749,59.84787214985455,196.037109375,40385326.846116066,5528.449944711303,5.8738516697005046e-05
