dataset,layer,kernel,is_trend,n_series,n_points,mean,std,rms,abs_mean,max_abs,energy_sum,energy_mean,energy_ratio
hospital_dataset,seasonal_k013,13,0,767,64428,0.056538431824434104,35.74414591260364,35.74419062750999,9.642528720801863,1084.76904296875,82316251.45743701,1277.6471636157728,0.0016752505854365602
hospital_dataset,seasonal_k025,25,0,767,64428,0.09075674501782491,15.748269150585742,15.748530662447743,4.42870348771502,506.78955078125,15979188.894982787,248.01621802605678,0.00032519879218458736
hospital_dataset,seasonal_k049,49,0,767,64428,0.1906599168664377,22.33631868169066,22.33713239101973,5.778165924472872,689.031494140625,32146188.46397062,498.9474834539427,0.00065421979366573
hospital_dataset,seasonal_k097,97,0,767,64428,0.3116855152109049,19.67340001262688,19.67586887324724,5.99313170865327,334.20263671875,24942644.059914626,387.1398159172196,0.0005076176128514968
hospital_dataset,seasonal_k125,125,0,767,64428,0.10480837673346646,9.978967382951675,9.979517765195215,2.9222854641464204,197.543701171875,6416434.440479663,99.59077482584689,0.0001305833946822382
hospital_dataset,seasonal_k161,161,0,767,64428,0.012631288474444061,7.92268530256639,7.922695371712207,2.219618591714884,160.68505859375,4044087.7006246643,62.769101952950024,8.230282803306849e-05
hospital_dataset,seasonal_k201,201,0,767,64428,-1.1019979974163262e-05,4.650638857752191,4.650638857765247,1.2878892608377797,100.059326171875,1393477.247346919,21.628441785356042,2.8359206512428534e-05
hospital_dataset,seasonal_k301,301,0,767,64428,1.730727640219357e-05,2.366540055059164,2.3665400551224507,0.6553510061639303,50.97509765625,360829.77634424384,5.600511832498973,7.3433894688000245e-06
hospital_dataset,trend,-1,1,767,64428,266.47271294468584,829.0123992931389,870.7865782876236,266.47271294468584,11086.5068359375,48853772200.6438,758269.2649258677,0.9942424373178704
kaggle_web_traffic_dataset_with_missing_values,seasonal_k005,5,0,145052,109458230,0.0018872021800915041,7341.15439361601,7341.1543936162525,232.82544733206166,12548932.0,5898982895761880.0,53892547.830911204,0.008819722232331483
kaggle_web_traffic_dataset_with_missing_values,seasonal_k013,13,0,145052,109458230,0.14225589543696085,6832.835797898083,6832.835799378928,182.09484890543212,11750976.0,5110346991275324.0,46687645.061274275,0.007640612249657667
kaggle_web_traffic_dataset_with_missing_values,seasonal_k025,25,0,145052,109458230,0.04477592593519811,6272.548399731326,6272.54839989114,133.8565754842417,9935880.0,4306619110527542.0,39344863.4289769,0.006438937862083375
kaggle_web_traffic_dataset_with_missing_values,seasonal_k049,49,0,145052,109458230,-0.192857923555248,8620.254809482993,8620.254811640365,145.6477521275265,13189204.0,8133708957143823.0,74308793.01760885,0.012160919092031023
kaggle_web_traffic_dataset_with_missing_values,seasonal_k097,97,0,145052,109458230,-0.5733514554811303,9048.193040725697,9048.193058891307,165.5431797660505,9987488.0,8961323139144040.0,81869797.63096882,0.013398306507753883
kaggle_web_traffic_dataset_with_missing_values,seasonal_k125,125,0,145052,109458230,-0.051902665480530207,4597.746940186583,4597.74694047954,98.6180884952073,3250390.0,2313867836094131.0,21139276.92868897,0.0034595237784700176
kaggle_web_traffic_dataset_with_missing_values,seasonal_k161,161,0,145052,109458230,0.5565762512720025,3338.7924909959625,3338.7925373865546,80.00436529176537,2412416.0,1220189516481708.2,11147535.607708149,0.001824336974074511
kaggle_web_traffic_dataset_with_missing_values,seasonal_k201,201,0,145052,109458230,1.31079297508281,2597.2535344674357,2597.2538652357052,68.82793175491021,1630190.0,738375407589215.5,6745727.640481812,0.0011039642109829063
kaggle_web_traffic_dataset_with_missing_values,seasonal_k301,301,0,145052,109458230,3.7190178272772543,3307.5207136514923,3307.522804506006,83.6423674588518,1738472.0,1197440976139172.8,10939707.102327278,0.001790325041753721
kaggle_web_traffic_dataset_with_missing_values,trend,-1,1,145052,109458230,1355.8157233932757,75911.4253569249,75923.53216227352,1355.8157233932757,24886008.0,6.309591313246556e+17,5764382735.995782,0.9433633520508614
kaggle_web_traffic_weekly_dataset,seasonal_k005,5,0,145063,16537182,-0.26460557525914563,95112.88013808921,95112.88013845729,1769.4908833787113,109280912.0,1.4960295495037578e+17,9046459968.232542,0.033522803770975815
kaggle_web_traffic_weekly_dataset,seasonal_k013,13,0,145063,16537182,-3.659707300623552,94049.10149084068,94049.10156204527,1613.4960345073443,124777504.0,1.4627523629852954e+17,8845233504.627907,0.03277713361086527
kaggle_web_traffic_weekly_dataset,seasonal_k025,25,0,145063,16537182,1.9200000233246708,58738.43668878989,58738.43672016968,1244.0556225674077,44629472.0,5.705665063064152e+16,3450203948.329378,0.012785167937054273
kaggle_web_traffic_weekly_dataset,seasonal_k049,49,0,145063,16537182,38.435179229796844,45437.296859057,45437.313115115794,1201.422990422191,27476240.0,3.41418295581482e+16,2064549423.1210735,0.007650449505088664
kaggle_web_traffic_weekly_dataset,seasonal_k097,97,0,145063,16537182,155.75745897454206,48505.00526240959,48505.25534302864,1052.816991534875,24088048.0,3.890801694695561e+16,2352759795.8924084,0.008718449563133567
kaggle_web_traffic_weekly_dataset,seasonal_k125,125,0,145063,16537182,118.73879634516338,18150.384839098388,18150.77322620527,471.8220605976012,7830872.0,5448184014746389.0,329450568.70913005,0.001220820830010294
kaggle_web_traffic_weekly_dataset,seasonal_k161,161,0,145063,16537182,46.95746100991767,10552.444425609565,10552.548903403522,298.4368358334388,4705928.0,1841519207432681.5,111356288.35872288,0.000412644837474807
kaggle_web_traffic_weekly_dataset,seasonal_k201,201,0,145063,16537182,7.170502761953129,7418.004977642244,7418.008443270672,202.27948286913622,3116334.0,909989021172527.2,55026849.26443497,0.00020390896289867945
kaggle_web_traffic_weekly_dataset,seasonal_k301,301,0,145063,16537182,0.22711912324346,5458.2025597570355,5458.202564482318,145.77285391540124,2437576.0,492675316599387.06,29791975.234921347,0.00011039793944339567
kaggle_web_traffic_weekly_dataset,trend,-1,1,145063,16537182,8595.368738615844,493458.37944698706,493533.2335417742,8595.368738615844,145011440.0,4.028044975674444e+18,243575052610.19946,0.9025982230430553
kdd_cup_2018_dataset_with_missing_values,seasonal_k005,5,0,270,2438652,-4.521907131620398e-05,10.875223220760578,10.875223220854588,4.299276400723853,2336.39990234375,288420542.84515285,118.27048010341485,0.033976925408607646
kdd_cup_2018_dataset_with_missing_values,seasonal_k013,13,0,270,2438652,-0.0016592536233900868,12.512668574948242,12.512668684961646,5.984468824676212,990.1383056640625,381812129.2408411,156.56687761961982,0.0449787733819035
kdd_cup_2018_dataset_with_missing_values,seasonal_k025,25,0,270,2438652,-0.006525209936976315,12.120402123073934,12.120403879548727,5.8335359758858685,715.79296875,358248197.24785256,146.9041902033798,0.04220286168101915
kdd_cup_2018_dataset_with_missing_values,seasonal_k049,49,0,270,2438652,-0.011045334243274538,11.360691477707999,11.360696847072177,4.99983186968416,551.622802734375,314745675.9531414,129.06543285107568,0.03707811603517825
kdd_cup_2018_dataset_with_missing_values,seasonal_k097,97,0,270,2438652,-0.017498874151825414,11.82131924817096,11.821332199789236,5.535191068960017,344.3694152832031,340786728.97533804,139.7438949777738,0.04014584105701139
kdd_cup_2018_dataset_with_missing_values,seasonal_k125,125,0,270,2438652,-0.0021647473929562737,5.703737541941311,5.703737952736081,2.8950568558636083,103.15591430664062,79335755.00499411,32.53262663348198,0.009346023010182948
kdd_cup_2018_dataset_with_missing_values,seasonal_k161,161,0,270,2438652,-0.004464219634368041,4.166500625505115,4.166503017110568,2.122060140462198,72.82864379882812,42334382.6959993,17.359747391591462,0.0049871349276728255
kdd_cup_2018_dataset_with_missing_values,seasonal_k201,201,0,270,2438652,-0.015005846479985372,3.2935816463033727,3.2936158301014733,1.6673255488262122,42.757110595703125,26454265.800301313,10.847905236295016,0.003116402898939428
kdd_cup_2018_dataset_with_missing_values,seasonal_k301,301,0,270,2438652,-0.04168483990899926,3.6574008890442156,3.6576384306078773,1.843414378016264,43.557525634765625,32625064.11544311,13.378318889059656,0.0038433440245502323
kdd_cup_2018_dataset_with_missing_values,trend,-1,1,270,2438652,38.464941255500655,35.16652840210198,52.11752512970049,38.464941255500655,317.65875244140625,6623955391.871938,2716.236425644962,0.7803245775749347
london_smart_meters_dataset_with_missing_values,seasonal_k005,5,0,5560,166523410,3.328266241401753e-07,0.1303129015911641,0.13031290159158912,0.0607489165472224,6.76800012588501,2827809.3472818346,0.016981452321219188,0.15076781403257147
london_smart_meters_dataset_with_missing_values,seasonal_k013,13,0,5560,166523410,1.330230074807156e-06,0.09144876836436683,0.09144876837404171,0.04936145745005133,3.4318463802337646,1392614.8349381217,0.008362877237129132,0.07424881548495181
london_smart_meters_dataset_with_missing_values,seasonal_k025,25,0,5560,166523410,1.8640785608183994e-06,0.07032087407844692,0.07032087410315359,0.041354492173546684,2.5129778385162354,823462.4812592414,0.004945025334631577,0.04390382200151896
london_smart_meters_dataset_with_missing_values,seasonal_k049,49,0,5560,166523410,5.419894579314487e-07,0.06445234363933415,0.064452343641613,0.03842399249749482,1.769877314567566,691755.663637986,0.004154104600896571,0.03688172590263222
london_smart_meters_dataset_with_missing_values,seasonal_k097,97,0,5560,166523410,-2.7379448300544e-07,0.026185159986280057,0.026185159987711468,0.015247595791935603,1.147937297821045,114178.87485796046,0.0006856626035820456,0.006087574251630602
london_smart_meters_dataset_with_missing_values,seasonal_k125,125,0,5560,166523410,-3.0632312887412643e-07,0.012742685505338825,0.012742685509020697,0.007389902913385283,0.6874794960021973,27039.41088092622,0.00016237603398180605,0.001441636394322121
london_smart_meters_dataset_with_missing_values,seasonal_k161,161,0,5560,166523410,-1.717240082559334e-07,0.009792864294518056,0.0097928642960237,0.005585374704924792,0.5143673419952393,15969.62684501003,9.590019112033576e-05,0.0008514384934233223
london_smart_meters_dataset_with_missing_values,seasonal_k201,201,0,5560,166523410,1.4424677271638023e-07,0.008207078167427913,0.008207078168695547,0.004608524049207321,0.43487119674682617,11216.372796220352,6.735613206707904e-05,0.0005980134443950556
london_smart_meters_dataset_with_missing_values,seasonal_k301,301,0,5560,166523410,1.1934191031257054e-06,0.009550370796669079,0.009550370871234202,0.005207765978709847,0.582489013671875,15188.530915413015,9.120958377811874e-05,0.0008097934914474007
london_smart_meters_dataset_with_missing_values,trend,-1,1,5560,166523410,0.21175986164407404,0.1795687530246781,0.2776457744435438,0.21175986164407404,6.195294380187988,12836819.425839858,0.07708717606635522,0.6844093665031069
nn5_daily_dataset_with_missing_values,seasonal_k005,5,0,111,86124,-0.00032725709925060634,6.445668669695444,6.445668678003132,4.767115707600185,54.39908981323242,3578163.228710413,41.54664470659065,0.09902887373268947
nn5_daily_dataset_with_missing_values,seasonal_k013,13,0,111,86124,0.011723314846261258,2.842942211247867,2.8429663826021394,2.152920022531413,21.941177368164062,696093.6000978302,8.082457852605895,0.01926501414947053
nn5_daily_dataset_with_missing_values,seasonal_k025,25,0,111,86124,0.008047339485036109,1.0786553818086213,1.0786854000947124,0.7687636777813273,8.244331359863281,100210.63025631894,1.16356219237749,0.0027734189906989805
nn5_daily_dataset_with_missing_values,seasonal_k049,49,0,111,86124,0.010069363155199334,0.852484715061216,0.8525441815456569,0.5819828060322092,7.553409576416016,62597.64312401688,0.726831581487354,0.0017324458669612914
nn5_daily_dataset_with_missing_values,seasonal_k097,97,0,111,86124,0.01031582723464034,0.7323618565629335,0.7324345057681552,0.5026231505591662,6.25836181640625,46202.10732847614,0.5364603052398418,0.0012786847218439516
nn5_daily_dataset_with_missing_values,seasonal_k125,125,0,111,86124,0.006518175120161246,0.34326580853292565,0.34332768882608383,0.2337852645410895,2.692312240600586,10151.771928498201,0.11787390191466027,0.0002809593850844618
nn5_daily_dataset_with_missing_values,seasonal_k161,161,0,111,86124,0.0043979368453007876,0.27313516002123994,0.2731705648277713,0.1843434608927739,2.4024600982666016,6426.758691524381,0.0746221574883236,0.0001778663057813622
nn5_daily_dataset_with_missing_values,seasonal_k201,201,0,111,86124,0.005246924045143377,0.23856723096811663,0.23862492305652028,0.15964721865984197,2.097719192504883,4904.060225604861,0.056941853903730216,0.00013572426125287658
nn5_daily_dataset_with_missing_values,seasonal_k301,301,0,111,86124,0.010384341000702272,0.26190760176805034,0.2621133846294586,0.17921681307997786,2.4059810638427734,5917.013895438141,0.06870342640191052,0.00016375866176934967
nn5_daily_dataset_with_missing_values,trend,-1,1,111,86124,18.37915808432201,5.419701772784359,19.161592292772045,18.37915808432201,43.64044189453125,31621857.91150032,367.16661919442106,0.8751632539244477
nn5_weekly_dataset,seasonal_k005,5,0,111,12543,0.027832370810671057,15.51975468693836,15.519779643526196,10.701183279707017,113.582763671875,3021151.6353830216,240.8635601836101,0.013200677462593347
nn5_weekly_dataset,seasonal_k013,13,0,111,12543,-0.02184879096474534,8.023822827697783,8.023852574664534,5.4392426934888904,76.26113891601562,807546.0617854015,64.38221013995069,0.0035285071338251677
nn5_weekly_dataset,seasonal_k025,25,0,111,12543,-0.005794625205114718,4.512458065571168,4.512461786122909,3.0387187253095447,35.01878356933594,255404.47152920684,20.36231137121955,0.0011159691594671397
nn5_weekly_dataset,seasonal_k049,49,0,111,12543,0.02355781730962676,4.145103249839204,4.145170192233839,2.7751243942274124,36.44379425048828,215519.29377697015,17.182435922583924,0.0009416941045910114
nn5_weekly_dataset,seasonal_k097,97,0,111,12543,0.0883855949717542,2.9920656435504784,2.9933708137672568,2.1951018784079057,13.456207275390625,112388.6519185553,8.96026882871365,0.0004910731149859778
nn5_weekly_dataset,seasonal_k125,125,0,111,12543,-0.0008487809382014931,2.247247885476586,2.247248045767994,1.5323307356993698,12.366317749023438,63343.70256260679,5.050123779208068,0.00027677517971037196
nn5_weekly_dataset,seasonal_k161,161,0,111,12543,0.0012081656873791657,2.0672922565850342,2.0672926096227333,1.2960524578409256,11.523788452148438,53605.003218063066,4.273698733800771,0.00023422272142034227
nn5_weekly_dataset,seasonal_k201,201,0,111,12543,0.0002854438543908953,1.6213879454829805,1.621387970609044,0.9763205083545805,9.2554931640625,32974.279545349564,2.628898951235714,0.0001440784447035422
nn5_weekly_dataset,seasonal_k301,301,0,111,12543,3.527811837046186e-05,1.183216069423935,1.1832160699498515,0.7027879298460367,7.13330078125,17560.203363876717,1.400000268187572,7.67278868326961e-05
nn5_weekly_dataset,trend,-1,1,111,12543,128.71193358062376,36.255173423841356,133.7206021750415,128.71193358062376,266.7503662109375,224283884.6518768,17881.199446055714,0.9799902747918704
oikolab_weather_dataset,seasonal_k005,5,0,8,800456,-1.1853007990155402e-05,60.94123278165398,60.94123278165513,7.8930771944255325,5225.59375,2972760590.595247,3713.8338529478783,2.8773411280687626e-06
oikolab_weather_dataset,seasonal_k013,13,0,8,800456,-0.00015788550190048937,75.78249936915115,75.78249936931563,20.491291893263487,3987.46875,4597008570.69632,5742.987210660323,4.449454109555655e-06
oikolab_weather_dataset,seasonal_k025,25,0,8,800456,-0.0006629227152726484,66.81379884901031,66.81379885229904,22.244917352399426,2084.0546875,3573302595.835368,4464.083717075478,3.4586069778236837e-06
oikolab_weather_dataset,seasonal_k049,49,0,8,800456,-2.2186519242881484e-05,72.38883786272889,72.38883786273229,17.91697204871905,2164.2578125,4194504583.28784,5240.143847116943,4.0598696671198815e-06
oikolab_weather_dataset,seasonal_k097,97,0,8,800456,0.005585048845243169,96.90577355298784,96.90577371393165,25.915210359945423,2120.0625,7516865355.69105,9390.728979095727,7.275589534693849e-06
