dataset,layer,kernel,is_trend,n_series,n_points,mean,std,rms,abs_mean,max_abs,energy_sum,energy_mean,energy_ratio
cif_2016_dataset,seasonal_k005,5,0,72,7108,-0.053637179276147584,1226776.3333746556,1226776.3333746567,76305.26519135632,64772224.0,1.069739906348701e+16,1504980172128.1667,7.074706034187807e-05
cif_2016_dataset,seasonal_k013,13,0,72,7108,2783.4083322604756,1839759.4102673468,1839761.51580285,144660.02404735776,68065920.0,2.4058607068187556e+16,3384722435029.2,0.00015911117421095602
cif_2016_dataset,seasonal_k025,25,0,72,7108,10695.836680697445,1784890.7372716207,1784922.784021855,153514.6339244498,40017856.0,2.2645727943693704e+16,3185949344920.3296,0.00014976712299971106
cif_2016_dataset,seasonal_k049,49,0,72,7108,43808.54043750614,3194900.1354796803,3195200.473194654,271893.4617820426,67951872.0,7.256774750222496e+16,10209306063903.342,0.0004799255203012475
cif_2016_dataset,seasonal_k097,97,0,72,7108,170052.6746022218,7426933.091623472,7428879.663824899,699955.9785727294,133568384.0,3.922781027475739e+17,55188253059591.15,0.002594324325116242
cif_2016_dataset,seasonal_k125,125,0,72,7108,120697.40369870872,6556405.860036221,6557516.73004171,612637.4935566946,120098816.0,3.056512904252343e+17,43001025664776.914,0.0020214194271853444
cif_2016_dataset,seasonal_k161,161,0,72,7108,48404.86741730947,5861409.874033568,5861609.73987589,528580.9497452474,100466304.0,2.4421999582245696e+17,34358468742607.902,0.0016151446420390478
cif_2016_dataset,seasonal_k201,201,0,72,7108,9971.883353845711,4491122.07969574,4491133.150240394,395061.52470837336,75809536.0,1.4337032872542181e+17,20170276973188.21,0.0009481771444979644
cif_2016_dataset,seasonal_k301,301,0,72,7108,1268.4205167807415,3281217.4542965656,3281217.699463271,284196.3116698376,55828736.0,7.652749721475456e+16,10766389591271.041,0.0005061132553000528
cif_2016_dataset,trend,-1,1,72,7108,17588110.018382438,144158168.155225,145227129.21451297,17588110.018382438,1483470720.0,1.4991425267768997e+20,2.1090919059888852e+16,0.9914552703280075
covid_deaths_dataset,seasonal_k005,5,0,266,56392,0.0,12.536389258721625,12.536389258721625,1.20063129521918,1035.75,8862626.25,157.16105564619096,3.6982893007673047e-06
covid_deaths_dataset,seasonal_k013,13,0,266,56392,-0.06981857235931271,24.55049879591178,24.550598073389413,2.969001966455746,1050.0390625,33989255.374000624,602.731865761112,1.4183391688294891e-05
covid_deaths_dataset,seasonal_k025,25,0,266,56392,-0.29342247381181025,38.12346188771075,38.124591054224716,4.934778312488381,1409.953125,81964894.71258114,1453.4844430518715,3.420316784249561e-05
covid_deaths_dataset,seasonal_k049,49,0,266,56392,-1.2648353698636299,111.29537609896234,111.30256308604189,15.682478635099237,3538.19189453125,698598788.9086635,12388.260549522334,0.0002915186033654423
covid_deaths_dataset,seasonal_k097,97,0,266,56392,-5.1059097296107705,305.1277960684919,305.17051339830016,48.83116440641435,7960.8271484375,5251732950.436928,93129.0422477821,0.0021914980089663603
covid_deaths_dataset,seasonal_k125,125,0,266,56392,-7.060303418582908,351.00077542876284,351.0717764730672,62.857225666089874,7194.97265625,6950392510.969988,123251.39223595524,0.0029003324222832377
covid_deaths_dataset,seasonal_k161,161,0,266,56392,-8.848491061624646,432.3836473607605,432.4741776095564,81.84183449058797,7295.1826171875,10547216495.152714,187033.91429906216,0.004401252723130428
covid_deaths_dataset,seasonal_k201,201,0,266,56392,-9.420469796993816,510.36701674521356,510.4539519218214,97.21803330096368,8011.78125,14693682062.74267,260563.23703260516,0.006131533207949244
covid_deaths_dataset,seasonal_k301,301,0,266,56392,-13.715498247653548,781.8025770631374,781.9228762446743,147.54504467618392,12724.46875,34478259652.78842,611403.3843947443,0.014387448504102774
covid_deaths_dataset,trend,-1,1,266,56392,1122.4450134110511,6320.264508909453,6419.160869670723,1122.4450134110511,131893.59375,2323667676657.979,41205626.27071179,0.969644331681371
fred_md_dataset,seasonal_k005,5,0,107,77896,2.7574395501783946e-06,1190.0641024597446,1190.0641024597446,101.06805970152443,97545.0,110320410034.07059,1416252.5679633175,0.0001496129305407331
fred_md_dataset,seasonal_k013,13,0,107,77896,-0.10456526391788246,1929.8208139960002,1929.8208168288784,149.3078855961401,162046.390625,290100936363.1073,3724208.385066079,0.00039342539815153847
fred_md_dataset,seasonal_k025,25,0,107,77896,0.641943304535415,2539.007267050612,2539.007348202644,195.8532554388613,109567.875,502161106445.02826,6446558.314227024,0.0006810144624699556
fred_md_dataset,seasonal_k049,49,0,107,77896,5.3606687154184,4112.185977734827,4112.189471832252,343.746523922407,167406.375,1317229325041.111,16910102.25224801,0.0017863833125051779
fred_md_dataset,seasonal_k097,97,0,107,77896,18.67122626887042,6159.16046943031,6159.188769869242,539.9526449112839,253497.25,2955031988569.404,37935606.30288338,0.004007517697903227
fred_md_dataset,seasonal_k125,125,0,107,77896,18.0878996391283,6043.976020787145,6044.003086693732,476.146123109086,207077.25,2845538801108.698,36529973.311963364,0.0038590266195507907
fred_md_dataset,seasonal_k161,161,0,107,77896,12.611623070214517,6368.777071663565,6368.789558588352,478.7903276853575,208489.25,3159577080477.628,40561480.441584006,0.004284915059086546
